Synonym	current_species_or_subspecies_name
Lacerta lilfordi brauni	Podarcis lilfordi
Lacerta lilfordi kochi	Podarcis lilfordi
Podarcis lilfordi	Podarcis lilfordi
Podarcis lilfordi brauni	Podarcis lilfordi
Podarcis lilfordi addayae	Podarcis lilfordi addayae
Lacerta lilfordi addayae	Podarcis lilfordi addayae
Podarcis lilfordi carbonerae	Podarcis lilfordi addayae
Podarcis lilfordi balearicus	Podarcis lilfordi balearicus
Lacerta muralis balearica	Podarcis lilfordi balearicus
Lacerta lilfordi hospitalis	Podarcis lilfordi balearicus
Podarcis lilfordi balearica	Podarcis lilfordi balearicus
Podarcis lilfordi brauni	Podarcis lilfordi brauni
Lacerta lilfordi brauni	Podarcis lilfordi brauni
Podarcis lilfordi codrellensis	Podarcis lilfordi codrellensis
Podarcis lilfordi colomi	Podarcis lilfordi colomi
Podarcis lilfordi conejerae	Podarcis lilfordi conejerae
Lacerta lilfordi conejerae	Podarcis lilfordi conejerae
Podarcis lilfordi espongicola	Podarcis lilfordi espongicola
Podarcis lilfordi estelicola	Podarcis lilfordi estelicola
Podarcis lilfordi fahrae	Podarcis lilfordi fahrae
Lacerta lilfordi fahrae	Podarcis lilfordi fahrae
Podarcis lilfordi gigliolii	Podarcis lilfordi gigliolii
Lacerta muralis gigliolii	Podarcis lilfordi gigliolii
Podarcis lilfordi fenni	Podarcis lilfordi fenni
Lacerta lilfordi fenni	Podarcis lilfordi fenni
Podarcis lilfordi hartmanni	Podarcis lilfordi hartmanni
Lacerta lilfordi hartmanni	Podarcis lilfordi hartmanni
Podarcis lilfordi imperialensis	Podarcis lilfordi imperialensis
Podarcis lilfordi jordansi	Podarcis lilfordi jordansi
Lacerta lilfordi jordansi	Podarcis lilfordi jordansi
Podarcis lilfordi kuligae	Podarcis lilfordi kuligae
Lacerta lilfordi kuligae	Podarcis lilfordi kuligae
Lacerta lilfordi mülleri	Podarcis lilfordi kuligae
Podarcis lilfordi lilfordi	Podarcis lilfordi lilfordi
Zootoca lilfordi	Podarcis lilfordi lilfordi
Podarcis lilfordi nigerrimus	Podarcis lilfordi nigerrimus
Lacerta lilfordi nigerrima	Podarcis lilfordi nigerrimus
Podarcis lilfordi nigerrima	Podarcis lilfordi nigerrimus
Podarcis lilfordi planae	Podarcis lilfordi planae
Lacerta lilfordi planae	Podarcis lilfordi planae
Podarcis lilfordi pobrae	Podarcis lilfordi pobrae
Lacerta lilfordi pobrae	Podarcis lilfordi pobrae
Podarcis lilfordi porrosicola	Podarcis lilfordi porrosicola
Podarcis lilfordi rodriquezi	Podarcis lilfordi rodriquezi
Lacerta lilfordi rodriquezi	Podarcis lilfordi rodriquezi
Podarcis lilfordi sargantanae	Podarcis lilfordi sargantanae
Lacerta lilfordi sargantanae	Podarcis lilfordi sargantanae
Podarcis lilfordi toronis	Podarcis lilfordi toronis
Lacerta lilfordi toronis	Podarcis lilfordi toronis
Podarcis lilfordi xapaticolus	Podarcis lilfordi xapaticolus
Lacerta lilfordi xapaticolus	Podarcis lilfordi xapaticolus
Lacerta melisellensis	Podarcis melisellensis
Lacerta serpa melisellensis	Podarcis melisellensis
Podarcis melisellensis	Podarcis melisellensis
Podarcis melisellensis melisellensis	Podarcis melisellensis
Podarcis melisellensis aeoli	Podarcis melisellensis aeoli
Lacerta melisellensis aeoli	Podarcis melisellensis aeoli
Podarcis melisellensis bokicae	Podarcis melisellensis bokicae
Lacerta melisellensis bokicae	Podarcis melisellensis bokicae
Podarcis melisellensis caprina	Podarcis melisellensis caprina
Lacerta melisellensis caprina	Podarcis melisellensis caprina
Podarcis melisellensis curzolensis	Podarcis melisellensis caprina
Lacerta melisellensis curzolensis	Podarcis melisellensis caprina
Podarcis melisellensis digenea	Podarcis melisellensis digenea
Lacerta fiumana lissana digenea	Podarcis melisellensis digenea
Podarcis melisellensis fiumanus	Podarcis melisellensis fiumanus
Lacerta muralis neapolitana olivacea	Podarcis melisellensis fiumanus
Lacerta neapolitana striata	Podarcis melisellensis fiumanus
Lacerta muralis littoralis	Podarcis melisellensis fiumanus
Lacerta littoralis	Podarcis melisellensis fiumanus
Lacerta fiumana bocchensis	Podarcis melisellensis fiumanus
Lacerta taurica fiumana	Podarcis melisellensis fiumanus
Lacerta fiumana	Podarcis melisellensis fiumanus
Lacerta melisellensis fiumana	Podarcis melisellensis fiumanus
Podarcis melisellensis fiumana	Podarcis melisellensis fiumanus
Podarcis melisellensis galvagnii	Podarcis melisellensis galvagnii
Lacerta melisellensis galvagnii	Podarcis melisellensis galvagnii
Podarcis melisellensis gigantea	Podarcis melisellensis galvagnii
Lacerta melisellensis gigantea	Podarcis melisellensis galvagnii
Podarcis melisellensis gigas	Podarcis melisellensis gigas
Lacerta fiumana gigas	Podarcis melisellensis gigas
Lacerta melisellensis gigas	Podarcis melisellensis gigas
Podarcis melisellensis jidulae	Podarcis melisellensis jidulae
Lacerta melisellensis jidulae	Podarcis melisellensis jidulae
Podarcis melisellensis kammereri	Podarcis melisellensis kammereri
Lacerta fiumana kammereri	Podarcis melisellensis kammereri
Lacerta melisellensis kammereri	Podarcis melisellensis kammereri
Podarcis melisellensis kornatica	Podarcis melisellensis kornatica
Lacerta melisellensis kornatica	Podarcis melisellensis kornatica
Podarcis melisellensis lissana	Podarcis melisellensis lissana
Lacerta muralis fusca lissana	Podarcis melisellensis lissana
Lacerta melisellensis lissana	Podarcis melisellensis lissana
Podarcis melisellensis lupa	Podarcis melisellensis lupa
Lacerta melisellensis lupa	Podarcis melisellensis lupa
Podarcis melisellensis mikavicae	Podarcis melisellensis mikavicae
Lacerta melisellensis mikavicae	Podarcis melisellensis mikavicae
Podarcis melisellensis plutonis	Podarcis melisellensis plutonis
Lacerta melisellensis plutonis	Podarcis melisellensis plutonis
Podarcis melisellensis pomoensis	Podarcis melisellensis pomoensis
Lacerta fiumana pomoensis	Podarcis melisellensis pomoensis
Lacerta melisellensis pomoënsis	Podarcis melisellensis pomoensis
Podarcis melisellensis thetidis	Podarcis melisellensis thetidis
Lacerta melisellensis thetidis	Podarcis melisellensis thetidis
Podarcis melisellensis traguriana	Podarcis melisellensis traguriana
Lacerta fiumana gracilis	Podarcis melisellensis traguriana
Lacerta melisellensis traguriana	Podarcis melisellensis traguriana
Lacerta muralis fusca milensis	Podarcis milensis
Podarcis milensis	Podarcis milensis
Podarcis milensis adolfjordansi	Podarcis milensis adolfjordansi
Podarcis milensis gerakuniae	Podarcis milensis gerakuniae
Podarcis milensis milensis	Podarcis milensis milensis
Seps muralis	Podarcis muralis
Lacertus terrestris	Podarcis muralis
Lacerta muralis	Podarcis muralis
Podarcis muralis	Podarcis muralis
Podarcis muralis muralis	Podarcis muralis muralis
Lacerta muralis occidentalis	Podarcis muralis muralis
Podarcis muralis albanica	Podarcis muralis albanica
Podarcis muralis breviceps	Podarcis muralis breviceps
Lacerta muralis breviceps	Podarcis muralis breviceps
Podarcis muralis brongniardii	Podarcis muralis brongniardii
Podarcis muralis merremia	Podarcis muralis brongniardii
Podarcis muralis brogniardi	Podarcis muralis brongniardii
Podarcis muralis merremius	Podarcis muralis brongniardii
Podarcis muralis colosii	Podarcis muralis colosii
Lacerta muralis colosii	Podarcis muralis colosii
Podarcis muralis baldasseronii	Podarcis muralis baldasseronii
Lacerta muralis baldasseronii	Podarcis muralis baldasseronii
Podarcis muralis maculiventris	Podarcis muralis maculiventris
Lacerta muralis fusca maculiventris	Podarcis muralis maculiventris
Lacerta muralis maculiventris	Podarcis muralis maculiventris
Podarcis muralis nigriventris	Podarcis muralis nigriventris
Lacerta muralis nigriventris	Podarcis muralis nigriventris
Podarcis muralis brueggemanni	Podarcis muralis nigriventris
Podarcis muralis parkeri	Podarcis muralis parkeri
Lacerta muralis parkeri	Podarcis muralis parkeri
Podarcis muralis sammichelii	Podarcis muralis sammichelii
Podarcis tiliguerta sammichelii	Podarcis muralis sammichelii
Podarcis muralis tinettoi	Podarcis muralis tinettoi
Lacerta muralis brüggemanni	Podarcis muralis tinettoi
Lacerta bedriagae tinettoi	Podarcis muralis tinettoi
Lacerta Podarcis muralis tinettoi	Podarcis muralis tinettoi
Lacerta peloponnesiaca	Podarcis peloponnesiacus
Podarcis peloponnesiaca	Podarcis peloponnesiacus
Podarcis peloponnesiacus	Podarcis peloponnesiacus
Podarcis peloponnesiacus lais	Podarcis peloponnesiacus lais
Lacerta peloponnesiaca lais	Podarcis peloponnesiacus lais
Lacerta peloponnesiaca phryne	Podarcis peloponnesiacus lais
Podarcis peloponnesiacus thais	Podarcis peloponnesiacus thais
Lacerta peloponnesiaca thais	Podarcis peloponnesiacus thais
Lacerta muralis pityusensis	Podarcis pityusensis
Podarcis pityusensis	Podarcis pityusensis
Podarcis pityusensis pityusensis	Podarcis pityusensis pityusensis
Lacerta lilfordi miguelensis	Podarcis pityusensis pityusensis
Podarcis pityusensis characae	Podarcis pityusensis pityusensis
Podarcis pityusensis affinis	Podarcis pityusensis affinis
Lacerta lilfordi affinis	Podarcis pityusensis affinis
Podarcis pityusensis ahorcadosi	Podarcis pityusensis ahorcadosi
Lacerta pityusensis ahorcadosi	Podarcis pityusensis ahorcadosi
Podarcis pityusensis calaesaladae	Podarcis pityusensis calaesaladae
Podarcis pityusensis canensis	Podarcis pityusensis canensis
Lacerta lilfordi canensis	Podarcis pityusensis canensis
Podarcis pityusensis canaretensis	Podarcis pityusensis canaretensis
Podarcis pityusensis caragolensis	Podarcis pityusensis caragolensis
Lacerta pityusensis caragolensis	Podarcis pityusensis caragolensis
Podarcis pityusensis carlkochi	Podarcis pityusensis carlkochi
Lacerta liìfordi kochi	Podarcis pityusensis carlkochi
Lacerta pityusensis carlkochi	Podarcis pityusensis carlkochi
Podarcis pityusensis characae	Podarcis pityusensis characae
Lacerta pityusensis characae	Podarcis pityusensis characae
Podarcis pityusensis formenterae	Podarcis pityusensis formenterae
Lacerta lilfordi formenterae	Podarcis pityusensis formenterae
Lacerta lilfordi espalmadoris	Podarcis pityusensis formenterae
Lacerta lilfordi grueni	Podarcis pityusensis formenterae
Lacerta lilfordi grisea	Podarcis pityusensis formenterae
Lacerta pityusensis grueni	Podarcis pityusensis formenterae
Lacerta pityusensis formenterae	Podarcis pityusensis formenterae
Lacerta pityusensis espalmadoris	Podarcis pityusensis formenterae
Podarcis pityusensis grueni	Podarcis pityusensis formenterae
Podarcis lilfordi grueni	Podarcis pityusensis formenterae
Podarcis pityusensis forerae	Podarcis pityusensis formenterae
Podarcis pityusensis frailensis	Podarcis pityusensis frailensis
Lacerta lilfordi frailensis	Podarcis pityusensis frailensis
Podarcis pityusensis gastabiensis	Podarcis pityusensis gastabiensis
Lacerta lilfordi gastabiensis	Podarcis pityusensis gastabiensis
Lacerta pityusensis gastabiensis	Podarcis pityusensis gastabiensis
Podarcis pityusensis gorrae	Podarcis pityusensis gorrae
Lacerta lilfordi gorrae	Podarcis pityusensis gorrae
Podarcis pityusensis hedwigkamerae	Podarcis pityusensis hedwigkamerae
Lacerta lilfordi hedwigkamerae	Podarcis pityusensis hedwigkamerae
Podarcis pityusensis hortae	Podarcis pityusensis hortae
Lacerta pityusensis hortae	Podarcis pityusensis hortae
Podarcis pityusensis kamerianus	Podarcis pityusensis kamerianus
Lacerta pityusensis kameriana	Podarcis pityusensis kamerianus
Lacerta lilfordi kameriana	Podarcis pityusensis kamerianus
Lacerta lilfordi zenonis	Podarcis pityusensis kamerianus
Podarcis pityusensis kameriana	Podarcis pityusensis kamerianus
Podarcis pityusensis maluquerorum	Podarcis pityusensis maluquerorum
Lacerta lilfordi maluquerorum	Podarcis pityusensis maluquerorum
Podarcis pityusensis muradae	Podarcis pityusensis muradae
Lacerta lilfordi muradae	Podarcis pityusensis muradae
Podarcis pityusensis negrae	Podarcis pityusensis negrae
Lacerta lilfordi intermedia	Podarcis pityusensis negrae
Lacerta lilfordi negrae	Podarcis pityusensis negrae
Lacerta pityusensis negrae	Podarcis pityusensis negrae
Podarcis pityusensis ratae	Podarcis pityusensis ratae
Lacerta lilfordi ratae	Podarcis pityusensis ratae
Podarcis pityusensis redonae	Podarcis pityusensis redonae
Lacerta lilfordi redonae	Podarcis pityusensis redonae
Lacerta lilfordi grossae	Podarcis pityusensis redonae
Podarcis pityusensis schreitmuelleri	Podarcis pityusensis schreitmuelleri
Lacerta lilfordi schreitmülleri	Podarcis pityusensis schreitmuelleri
Podarcis pityusensis tagomagensis	Podarcis pityusensis tagomagensis
Lacerta lilfordi tagomagensis	Podarcis pityusensis tagomagensis
Podarcis pityusensis torretensis	Podarcis pityusensis torretensis
Lacerta pityusensis torretensis	Podarcis pityusensis torretensis
Podarcis pityusensis vedrae	Podarcis pityusensis vedrae
Lacerta lilfordi vedrae	Podarcis pityusensis vedrae
Lacerta lilfordi vedranellensis	Podarcis pityusensis vedrae
Lacerta sicula raffonei	Podarcis raffonei
Podarcis wagleriana raffonei	Podarcis raffonei
Podarcis raffonei	Podarcis raffonei
Podarcis raffoneae	Podarcis raffonei
Podarcis raffonei alvearioi	Podarcis raffonei alvearioi
Lacerta sicula alvearioi	Podarcis raffonei alvearioi
Podarcis siculus cucchiarai	Podarcis raffonei alvearioi
Podarcis sicula alvearioi	Podarcis raffonei alvearioi
Podarcis raffoneae alvearioi	Podarcis raffonei alvearioi
Podarcis raffoneae cucchiarai	Podarcis raffonei alvearioi
Podarcis raffonei antoninoi	Podarcis raffonei antoninoi
Lacerta wagleriana antoninoi	Podarcis raffonei antoninoi
Podarcis wagleriana antoninoi	Podarcis raffonei antoninoi
Podarcis raffoneae antoninoi	Podarcis raffonei antoninoi
Lacerta sicula	Podarcis siculus
Lacerta serpa	Podarcis siculus
Lacerta sicula mertensi	Podarcis siculus
Lacerta muralis joachinimurati	Podarcis siculus
Podarcis sicula	Podarcis siculus
Podarcis siculus	Podarcis siculus
Podarcis siculus adriaticus	Podarcis siculus adriaticus
Lacerta serpa adriatica	Podarcis siculus adriaticus
Lacerta sicula adriatica	Podarcis siculus adriaticus
Podarcis sicula adriatica	Podarcis siculus adriaticus
Podarcis siculus aemiliani	Podarcis siculus aemiliani
Podarcis sicula aemiliani	Podarcis siculus aemiliani
Podarcis siculus amparoae	Podarcis siculus amparoae
Podarcis sicula amparoae	Podarcis siculus amparoae
Podarcis siculus astorgae	Podarcis siculus astorgae
Lacerta sicula astorgae	Podarcis siculus astorgae
Podarcis sicula astorgae	Podarcis siculus astorgae
Podarcis siculus bagnolensis	Podarcis siculus bagnolensis
Lacerta sicula bagnolensis	Podarcis siculus bagnolensis
Podarcis sicula bagnolensis	Podarcis siculus bagnolensis
Podarcis siculus bolei	Podarcis siculus bolei
Lacerta sicula bolei	Podarcis siculus bolei
Podarcis sicula bolei	Podarcis siculus bolei
Podarcis siculus calabra	Podarcis siculus calabra
Lacerta sicula calabra	Podarcis siculus calabra
Podarcis siculus calabresiae	Podarcis siculus calabresiae
Lacerta sicula calabresiae	Podarcis siculus calabresiae
Podarcis sicula calabresiae	Podarcis siculus calabresiae
Podarcis siculus campana	Podarcis siculus campana
Lacerta sicula campana	Podarcis siculus campana
Podarcis siculus campestris	Podarcis siculus campestris
Lacerta muralis campestris	Podarcis siculus campestris
Lacerta sicula campestris	Podarcis siculus campestris
Lacerta sicula kurtklari	Podarcis siculus campestris
Podarcis sicula campestris	Podarcis siculus campestris
Podarcis siculus caporiaccoi	Podarcis siculus caporiaccoi
Lacerta sicula caporiaccoi	Podarcis siculus caporiaccoi
Podarcis sicula caporiaccoi	Podarcis siculus caporiaccoi
Podarcis siculus catanensis	Podarcis siculus catanensis
Lacerta sicula catanensis	Podarcis siculus catanensis
Podarcis siculus cattaroi	Podarcis siculus cattaroi
Lacerta sicula cattaroi	Podarcis siculus cattaroi
Podarcis sicula cattaroi	Podarcis siculus cattaroi
Podarcis siculus cerbolensis	Podarcis siculus cerbolensis
Lacerta sicula cerbolensis	Podarcis siculus cerbolensis
Podarcis siculus cettii	Podarcis siculus cettii
Lacerta sicula cettii	Podarcis siculus cettii
Lacerta sicula oristanensis	Podarcis siculus cettii
Podarcis sicula cettii	Podarcis siculus cettii
Podarcis siculus ciclopica	Podarcis siculus ciclopica
Lacerta sicula ciclopica	Podarcis siculus ciclopica
Podarcis sicula ciclopica	Podarcis siculus ciclopica
Podarcis siculus coeruleus	Podarcis siculus coeruleus
Lacerta muralis coerulea	Podarcis siculus coeruleus
Lacerta faraglionensis	Podarcis siculus coeruleus
Lacerta sicula coerulea	Podarcis siculus coeruleus
Podarcis sicula coerulea	Podarcis siculus coeruleus
Podarcis siculus dupinici	Podarcis siculus dupinici
Lacerta sicula dupinici	Podarcis siculus dupinici
Podarcis sicula dupinici	Podarcis siculus dupinici
Podarcis siculus fasciatus	Podarcis siculus fasciatus
Lacerta sicula fasciata	Podarcis siculus fasciatus
Podarcis siculus fiumanoideus	Podarcis siculus fiumanoideus
Lacerta sicula fiumanoidea	Podarcis siculus fiumanoideus
Podarcis sicula fiumanoidea	Podarcis siculus fiumanoideus
Podarcis siculus flavigulus	Podarcis siculus flavigulus
Lacerta sicula flavigula	Podarcis siculus flavigulus
Podarcis sicula flavigula	Podarcis siculus flavigulus
Podarcis siculus gallensis	Podarcis siculus gallensis
Lacerta sicula gallensis	Podarcis siculus gallensis
Podarcis sicula gallensis	Podarcis siculus gallensis
Podarcis siculus hieroglyphica	Podarcis siculus hieroglyphica
